"R0000100","R0536300","R0536401","R0536402","R0536600","R1201300","R1204500","R1235800","R1302400","R1302500","R1302600","R1302700","R1482600","R2516200","R3828100","R5342000","R7085900","S1527400","S3592800","S4967700","S6707500","S8680100","T1100000","T3177200","T4588300","T6221600","T7718800","T9119400","U1110900"
7928,1,5,1983,14,1,49000,0,7,12,10,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,-5,-5
7929,1,7,1983,13,1,77750,0,13,12,-4,-4,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7930,1,8,1983,13,1,77750,0,-4,-3,-4,-4,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7931,2,7,1980,17,1,64305,0,-3,-3,-4,-4,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,-5
7932,2,6,1983,13,1,116250,0,12,12,12,12,1,15,16,17,18,19,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7933,1,4,1982,15,1,91400,0,-3,12,12,12,1,16,17,18,19,20,21,22,23,24,25,26,28,-5,-5,-5,-5
7934,1,2,1984,13,1,91400,0,-3,12,12,12,1,14,15,16,17,19,19,20,21,22,23,24,25,26,27,30,31
7935,1,5,1984,13,1,93000,0,12,14,12,14,1,14,15,16,17,18,19,20,21,22,-5,24,25,26,27,29,31
7936,1,4,1982,15,1,135000,0,16,16,16,16,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7937,2,10,1984,12,1,25000,0,-4,13,-4,13,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
7938,2,5,1984,13,1,2000,0,-3,12,-4,12,1,14,15,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7939,2,9,1983,13,-4,-4,0,15,12,15,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7940,1,8,1981,15,3,63000,0,-3,14,13,14,1,17,-5,19,20,21,22,23,24,-5,-5,27,28,29,30,-5,34
7941,2,11,1980,16,-4,-4,0,16,18,-4,18,1,18,-5,20,21,22,23,24,-5,-5,-5,28,29,30,30,33,35
7942,2,5,1982,15,1,-3,0,12,12,12,12,1,16,17,18,19,20,21,-5,23,24,25,26,27,28,29,31,33
7943,1,3,1981,16,1,81000,0,18,13,18,13,1,17,18,19,20,22,23,23,24,25,26,27,28,29,30,32,34
7944,1,9,1982,14,1,81000,0,18,13,18,13,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7945,2,10,1983,13,3,67000,0,-4,14,-4,14,1,15,16,17,18,19,20,21,22,23,24,25,-5,27,28,30,32
7946,2,1,1980,17,1,-3,0,12,13,-4,13,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
7947,2,2,1981,16,1,-3,0,12,13,-4,13,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7948,1,7,1983,13,1,-3,0,12,13,-4,13,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7949,1,2,1980,17,1,2800,0,12,10,-4,10,1,-5,19,21,21,23,-5,-5,-5,-5,-5,28,29,30,31,33,36
7950,2,10,1980,16,1,3600,0,11,10,-4,10,1,18,19,20,21,22,23,24,25,26,27,28,29,30,30,33,35
7951,2,4,1983,14,1,3600,0,11,10,-4,10,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7952,1,5,1984,12,1,4200,0,12,12,-4,12,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
7953,1,10,1980,16,1,3700,0,12,12,-4,12,1,-5,-5,20,21,22,23,24,25,26,27,28,28,30,30,33,35
7954,2,4,1981,16,1,6000,0,12,14,-4,14,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7955,1,3,1981,16,-4,-4,0,12,12,12,12,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7956,1,9,1983,13,-4,-4,0,12,12,12,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7958,2,11,1981,15,1,12000,0,-3,12,-4,12,1,16,18,19,20,20,22,23,23,25,26,26,27,28,29,31,34
7959,2,12,1983,13,1,5194,0,-3,12,-4,12,1,14,15,17,18,18,20,20,22,23,-5,25,25,27,27,-5,-5
7960,2,5,1984,13,-4,-4,0,12,12,12,12,1,-5,-5,-5,-5,-5,19,20,21,22,23,24,25,26,-5,29,31
7961,2,6,1980,16,1,13956,0,-3,12,-4,12,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
7962,2,9,1984,12,1,-3,0,10,12,-4,12,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
7963,1,7,1983,14,1,-3,0,-3,12,-4,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7964,2,6,1983,13,1,77300,0,15,16,15,-4,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7965,1,3,1980,16,3,117260,0,-3,12,-4,12,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
7966,2,6,1983,13,1,-3,0,-3,12,-4,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7967,1,12,1982,14,2,-3,0,-3,7,-4,7,1,15,17,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7968,1,9,1984,12,-4,-4,0,11,6,11,6,2,14,15,16,17,18,19,20,21,22,23,24,25,26,27,-5,-5
7969,1,11,1981,15,1,50500,0,12,14,13,14,1,17,18,19,-5,21,22,23,24,25,25,27,27,28,29,32,34
7970,1,1,1980,18,1,121000,0,-4,16,-4,16,1,18,19,21,-5,23,23,-5,-5,-5,-5,-5,-5,-5,31,34,-5
7971,1,12,1980,17,1,121000,0,-4,16,-4,16,1,17,19,-5,-5,22,23,24,24,25,26,28,28,30,30,33,34
7972,1,12,1980,16,3,46300,0,12,14,-4,14,1,17,18,20,20,22,22,23,24,25,26,27,28,30,30,32,34
7973,1,3,1982,14,3,46300,0,12,14,-4,14,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7974,1,8,1980,17,1,-3,0,12,14,-4,14,1,18,19,20,21,22,23,24,25,26,27,28,-5,30,-5,33,35
7975,1,10,1980,16,3,-3,0,-4,-4,-4,14,1,-5,-5,-5,-5,22,23,24,25,-5,-5,-5,-5,-5,-5,-5,-5
7977,2,3,1982,15,1,49000,0,12,12,12,12,2,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7978,2,10,1980,16,1,2270,0,-3,13,-4,13,1,18,19,20,21,22,23,24,25,26,27,27,28,30,30,33,35
7979,2,9,1983,13,1,-3,0,14,15,-4,15,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7980,2,10,1984,12,1,-3,0,12,12,-4,12,1,14,15,16,17,18,19,20,21,22,23,24,24,26,27,29,31
7981,1,1,1980,17,1,-3,0,9,12,9,12,1,19,20,21,22,22,24,24,26,27,27,29,29,30,31,33,35
7982,1,7,1981,15,1,6742,0,-3,-3,-4,-3,1,17,18,19,20,21,22,-5,24,25,26,-5,-5,29,30,32,-5
7983,1,1,1981,16,1,3240,0,-3,10,13,10,1,17,19,19,21,22,23,24,25,25,26,27,28,29,30,33,35
7984,1,3,1982,15,1,3240,0,-3,10,13,10,1,16,17,18,19,20,21,22,23,24,25,26,27,29,29,31,33
7985,2,6,1984,12,1,-3,0,-3,12,-4,12,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
7986,2,12,1980,16,-4,-4,0,12,11,-4,11,1,17,19,19,21,22,22,24,25,26,27,27,28,29,30,33,34
7987,2,3,1982,15,-4,-4,0,12,11,-4,11,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7988,1,12,1983,13,-4,-4,0,12,11,-4,11,1,14,16,16,18,18,19,20,22,22,23,24,25,26,27,29,31
7989,2,7,1982,14,1,1400,0,-4,12,-4,-4,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7990,1,6,1982,14,1,8600,0,12,16,-4,-4,1,16,17,18,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7991,1,7,1981,16,1,-3,0,12,12,11,12,1,17,-5,19,20,21,22,-5,-5,25,26,27,-5,-5,-5,32,35
7992,2,9,1980,16,1,-3,0,-3,11,-3,11,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
7993,1,2,1983,14,1,500,0,3,6,-4,6,1,15,16,17,18,20,20,21,22,23,24,25,26,27,28,30,32
7994,1,2,1983,14,1,500,0,3,6,-4,6,1,15,16,17,19,20,20,21,22,23,24,25,26,27,28,30,32
7995,2,1,1981,16,1,59000,0,15,16,15,16,1,17,18,20,20,21,22,24,25,25,26,27,28,29,30,33,34
7996,2,8,1982,14,1,50000,0,-3,16,10,16,1,16,17,18,19,20,21,22,23,24,-5,26,27,28,29,31,33
7997,1,9,1981,15,1,34000,0,12,11,-4,11,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,-5,-5
7998,1,9,1981,15,1,34000,0,12,11,-4,11,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7999,2,2,1984,13,1,20000,0,16,13,-4,13,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
8000,2,4,1980,16,1,-3,0,-3,12,-4,12,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
8001,1,7,1981,15,1,-3,0,-3,12,-4,12,1,17,-5,19,-5,21,-5,-5,24,-5,26,27,28,29,30,32,34
8002,1,5,1984,12,1,4000,0,9,9,9,9,1,14,15,16,17,18,19,20,21,22,-5,-5,-5,-5,-5,-5,-5
8003,1,5,1980,16,1,10000,0,-3,11,-4,11,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
8004,1,9,1983,13,1,10000,0,12,11,-4,11,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
8005,1,6,1983,14,1,10700,0,10,11,10,-4,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
8006,2,10,1984,12,1,21040,0,12,12,-4,12,1,14,15,16,17,18,19,20,21,22,23,24,24,26,27,29,31
8007,2,1,1981,16,1,8512,0,12,12,-4,12,1,18,18,-5,20,22,23,23,25,25,26,27,28,29,30,33,34
8008,2,7,1982,14,1,51300,0,13,14,11,14,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
8009,2,7,1983,13,1,51300,0,13,14,11,14,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
8010,2,7,1983,13,1,300,0,-3,12,-4,-4,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
8011,2,11,1981,15,1,2400,0,13,15,-4,15,1,17,18,19,20,21,22,23,24,25,26,27,27,29,29,32,34
8012,2,9,1981,15,1,40000,0,11,8,11,8,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
8013,2,11,1983,13,1,2160,0,12,10,-4,10,1,15,16,17,18,19,20,20,22,22,23,24,25,27,27,30,32
8014,2,2,1980,17,1,-3,0,-3,-3,-4,-4,1,18,19,20,21,23,23,24,26,26,27,28,29,30,31,33,35
8015,1,9,1981,15,1,-3,0,8,-3,-4,-4,1,17,18,19,20,21,22,23,24,25,-5,27,28,29,30,32,34
8016,1,6,1980,16,1,25000,0,12,12,12,12,1,-5,-5,20,21,22,23,24,25,26,27,28,29,30,31,33,35
8017,2,8,1982,14,1,25000,0,12,12,12,12,1,-5,-5,-5,-5,20,21,-5,-5,24,25,26,27,28,-5,31,33
8018,2,4,1981,15,1,14144,0,-3,12,-4,12,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
8019,2,10,1982,14,1,14144,0,-3,12,-4,12,1,16,17,18,19,20,21,22,23,24,25,25,26,28,28,31,33
8020,2,2,1984,13,1,-3,0,-4,12,-4,-4,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
8021,2,2,1982,15,1,-3,0,12,12,-4,-4,1,16,17,18,19,20,21,22,23,25,25,26,27,28,29,31,33
8022,2,5,1981,16,1,-3,0,9,16,12,16,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
8023,2,6,1982,14,1,1440,0,-3,12,-4,12,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
8024,2,9,1981,15,1,44590,0,14,16,14,16,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,-5,34
8025,1,8,1983,13,1,44590,0,14,16,14,16,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,-5,32
8026,1,9,1983,13,1,2600,0,14,11,-4,-4,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,-5
8027,2,1,1980,17,1,14175,0,12,12,-4,12,1,19,19,21,21,23,23,24,26,27,27,28,29,30,31,33,35
8028,1,1,1980,17,1,-3,0,11,11,-4,11,1,18,19,20,22,22,23,24,25,26,27,28,29,30,31,33,35
8029,1,5,1982,14,1,-3,0,-3,11,-4,11,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
8030,2,8,1984,12,1,2500,0,12,12,-4,-4,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
8031,1,8,1980,16,1,-3,0,12,11,12,11,1,18,19,20,21,-5,-5,-5,25,-5,-5,28,29,-5,31,33,-5
8032,1,4,1982,15,1,-3,0,12,11,12,11,1,16,17,18,19,-5,-5,-5,-5,24,-5,26,-5,-5,-5,-5,33
8033,2,3,1984,13,1,-3,0,12,11,12,11,1,14,15,17,17,19,20,20,22,22,23,24,25,26,27,29,32
8034,1,5,1982,15,1,58000,0,12,12,12,12,1,16,17,18,-5,20,21,-5,-5,-5,25,26,-5,28,29,32,34
8035,1,11,1983,13,1,-3,0,12,13,12,13,1,15,16,17,18,19,20,21,21,23,24,24,26,27,27,30,32
8036,1,2,1981,16,1,10000,0,-3,8,-4,8,1,17,18,20,21,21,22,-5,25,25,26,27,28,29,30,32,34
8037,2,3,1980,17,1,8000,0,12,11,-4,11,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
8038,1,10,1982,14,1,53000,0,13,15,16,15,1,16,17,18,19,20,21,22,23,24,25,25,26,28,28,31,33
8039,2,10,1983,13,1,42029,0,13,12,13,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,27,30,32
8040,1,10,1984,12,1,41000,0,10,10,10,14,1,14,15,16,17,18,19,20,21,22,23,24,24,26,26,29,31
8041,1,7,1981,16,1,-3,0,11,10,-4,10,1,17,18,19,20,21,22,-5,-5,-5,26,27,28,-5,30,-5,34
8042,1,4,1983,14,1,12000,0,-3,16,-4,16,1,15,17,17,18,19,20,21,22,23,24,25,26,-5,-5,30,32
8043,1,9,1982,14,1,18200,0,-3,12,-4,12,1,16,17,18,19,20,21,22,23,24,25,26,27,-5,-5,31,33
8044,2,6,1981,15,1,17700,0,-3,11,-4,11,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
8045,1,5,1982,15,1,17700,0,-3,11,-4,11,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
8046,1,1,1981,15,1,6760,0,10,11,10,11,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
8047,1,11,1982,14,1,6760,0,10,11,10,11,1,16,17,18,19,20,21,22,23,24,25,25,26,28,28,31,33
8048,2,1,1983,13,1,6760,0,10,11,10,11,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
8049,1,2,1981,16,1,720,0,-3,11,-4,11,1,17,18,19,20,21,23,23,24,25,26,27,28,29,30,32,34
8050,1,2,1981,16,1,51000,0,16,12,-4,12,1,17,-5,20,-5,21,22,23,24,25,26,27,28,29,30,33,34
8051,1,9,1981,15,1,46000,0,12,13,-4,13,1,17,18,19,20,21,22,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8052,1,6,1981,15,1,-3,0,-4,9,-4,9,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
8053,1,10,1982,14,1,-3,0,-4,9,-4,9,1,16,17,18,19,20,21,22,23,24,24,26,-5,-5,-5,-5,-5
8054,2,3,1980,16,1,15500,0,12,-3,-4,-4,1,18,19,20,21,-5,24,24,25,26,27,28,29,30,31,34,35
8055,1,11,1980,16,1,76000,0,11,12,11,12,1,18,18,20,21,22,22,24,25,26,26,28,28,29,30,32,34
8056,2,2,1984,13,1,76000,0,11,12,11,12,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
8057,1,5,1984,12,1,30000,0,12,14,-4,14,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
8058,1,9,1980,16,-4,-4,0,-4,12,-4,12,1,-5,-5,-5,21,22,-5,24,25,26,27,28,29,30,31,-5,-5
8059,1,1,1983,14,1,-3,0,6,9,6,9,1,15,16,17,18,19,20,21,23,24,24,25,-5,-5,-5,31,32
8060,2,11,1984,12,1,-3,0,11,11,-4,11,1,14,14,16,17,18,19,20,21,22,23,24,25,26,26,29,30
8061,2,2,1980,17,1,-3,0,-3,14,-4,14,1,19,19,21,22,23,23,25,25,26,27,28,29,30,31,-5,-5
8062,1,9,1983,13,1,-3,0,-3,14,-4,14,2,15,16,-5,-5,-5,20,-5,22,23,24,25,26,27,28,30,32
8063,1,10,1980,16,1,-3,0,-4,10,-4,-4,1,18,19,20,21,22,23,24,25,26,27,28,-5,-5,-5,-5,-5
8064,2,2,1982,14,1,-3,0,12,9,-4,9,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,32,-5
8065,1,9,1980,16,1,16000,0,-3,11,-4,-4,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
8066,2,5,1982,14,1,2500,0,-3,11,-4,11,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
8067,2,2,1984,13,1,2500,0,12,11,-4,11,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
8068,2,9,1981,15,1,-3,0,-3,12,-4,12,1,17,18,19,-5,-5,-5,23,-5,-5,-5,-5,-5,-5,-5,-5,-5
8069,2,8,1980,16,1,26085,0,12,12,-4,12,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
8070,2,6,1981,16,1,28648,0,12,12,12,12,1,17,18,19,20,-5,-5,23,-5,-5,-5,-5,-5,-5,-5,-5,-5
8071,1,2,1983,14,1,28648,0,12,12,12,12,1,15,16,17,18,20,20,21,22,23,25,25,26,27,28,31,32
8072,1,11,1981,15,1,17000,0,14,16,-4,16,1,17,18,19,20,-5,-5,-5,-5,-5,-5,-5,28,29,-5,-5,34
8073,1,1,1984,13,1,17000,0,16,16,-4,16,1,14,15,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8074,2,7,1983,13,1,71000,0,12,12,12,12,1,15,16,17,18,19,20,21,22,23,24,-5,-5,-5,-5,-5,-5
8075,2,1,1983,14,1,47000,0,-4,-3,-4,-4,1,15,16,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
8076,1,1,1984,13,1,58000,0,12,12,12,-4,1,14,15,17,17,18,19,20,22,22,23,24,25,26,-5,-5,-5
8077,1,6,1983,14,1,45000,0,-3,12,12,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
8078,1,10,1983,13,1,48000,0,12,14,13,14,1,15,16,17,18,19,20,-5,22,23,-5,25,-5,27,-5,30,-5
8079,2,8,1982,14,1,37500,0,12,11,12,-4,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
8080,2,5,1982,14,1,18000,0,12,12,12,12,1,16,-5,-5,19,20,21,22,23,24,25,26,27,28,29,31,33
8081,2,8,1980,16,1,-3,0,12,12,12,20,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
8082,2,8,1981,15,-4,-4,0,12,12,12,20,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
8083,2,3,1984,12,1,15000,0,14,13,14,13,2,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
8084,2,1,1981,16,1,29500,0,-4,12,11,12,1,17,18,20,20,21,22,23,24,25,26,27,28,29,30,32,34
8085,2,7,1983,13,1,29500,0,11,12,11,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
8086,2,5,1982,14,1,-3,0,12,11,-4,11,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
8087,1,2,1980,17,3,-3,0,11,12,11,12,2,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
8088,1,1,1982,15,1,60000,0,12,13,-4,13,1,16,17,19,19,21,21,22,24,24,25,26,27,28,29,31,33
8089,2,4,1983,13,3,30000,0,12,-3,12,15,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,31,32
8090,1,12,1984,12,1,10200,0,12,11,-4,11,1,14,14,16,16,18,18,19,21,21,22,24,-5,-5,26,29,30
8091,2,3,1982,15,3,7800,0,-3,9,-4,9,2,16,17,18,19,20,22,22,23,24,25,26,27,28,29,31,33
8092,2,3,1980,16,3,15500,0,7,8,-4,8,2,18,19,20,21,22,23,24,25,26,27,28,29,30,31,34,35
8093,2,3,1982,15,3,15500,0,7,8,-4,8,2,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
8094,1,11,1983,13,3,15500,0,7,8,-4,8,2,15,16,17,18,19,20,21,22,23,24,24,25,27,27,30,32
8095,2,2,1980,17,3,8,0,-4,8,-4,8,2,18,19,21,21,22,23,24,25,26,27,28,29,30,31,33,35
8096,2,6,1983,13,3,-3,0,-3,12,-4,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
8097,2,1,1981,16,1,-3,0,-3,12,-3,12,1,18,18,20,20,21,22,24,24,25,26,27,28,29,30,32,34
8098,2,2,1983,14,1,-3,0,-3,12,-3,12,1,16,16,18,18,19,20,21,22,23,24,25,26,28,-5,30,-5
8099,1,12,1982,14,1,10032,0,-3,12,-4,12,1,16,16,18,18,19,20,22,22,23,24,25,26,27,28,31,32
8100,1,10,1982,14,1,3800,0,-3,11,-4,11,2,16,17,18,19,20,21,22,23,24,25,26,26,28,29,31,33
8101,1,4,1984,12,1,41100,0,12,10,12,10,2,14,15,16,17,18,-5,20,21,22,23,24,25,26,27,29,31
8102,1,6,1981,15,3,615,0,8,16,-4,16,2,17,18,19,-5,21,22,24,24,25,-5,27,28,29,30,32,34
8103,2,11,1984,12,-4,-4,0,14,12,14,12,2,14,15,16,17,18,19,20,21,22,22,23,24,26,26,-5,31
8104,1,5,1984,13,-4,-4,0,-3,-3,-3,-3,1,14,15,17,17,18,19,20,21,22,23,24,25,26,27,29,31
8105,1,1,1981,16,1,-3,0,13,12,13,12,2,18,18,20,21,22,23,-5,25,25,26,27,28,29,30,33,35
8106,2,8,1982,14,1,-3,0,13,12,13,12,2,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
8107,2,2,1984,13,-4,-4,0,6,8,6,8,2,14,15,16,17,18,19,20,21,22,23,24,25,-5,-5,30,32
8108,1,3,1983,13,1,36100,0,12,14,12,14,2,15,16,17,18,19,-5,22,22,23,24,25,26,27,28,30,32
8109,1,4,1981,15,2,5,0,6,4,-4,4,2,17,18,19,20,21,-5,23,-5,25,26,27,28,29,30,32,34
8110,1,5,1981,15,2,35,0,4,6,10,6,2,17,18,-5,-5,-5,-5,-5,-5,25,-5,-5,-5,-5,-5,-5,-5
8111,2,9,1984,12,2,35,0,4,6,10,6,2,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
8112,2,8,1984,12,3,-3,0,-3,15,-4,15,2,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
8113,2,7,1981,15,2,34000,0,14,15,14,15,2,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
8114,2,3,1984,13,3,34000,0,14,15,14,15,2,14,15,16,18,18,19,20,21,22,23,24,25,26,27,29,31
8115,2,9,1982,14,1,89000,0,16,14,16,14,2,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
8116,2,3,1980,17,2,66200,0,15,20,15,20,2,18,19,20,-5,22,23,24,25,26,27,28,29,30,31,33,35
8117,2,10,1984,12,1,33200,0,-4,15,-4,15,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
8118,2,11,1983,13,2,-3,0,12,12,-4,12,1,15,16,17,18,19,20,21,22,23,24,25,26,-5,28,30,-5
8119,2,1,1982,15,1,6228,0,10,12,10,12,1,17,17,18,19,20,21,22,24,25,25,26,28,28,29,32,33
8120,2,9,1980,16,1,-3,0,12,12,12,-4,1,18,19,20,21,22,23,-5,25,-5,27,-5,29,30,31,33,-5
8121,2,10,1980,16,1,-3,0,14,10,-4,10,1,18,19,20,21,22,23,24,25,26,27,27,28,30,30,33,35
8122,2,7,1983,13,1,38288,0,12,12,12,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
8123,2,10,1983,13,1,38288,0,12,12,12,12,1,15,16,17,18,19,20,21,22,23,24,24,25,27,27,30,32
8124,1,1,1982,15,1,-3,0,-3,12,-4,12,1,17,17,18,19,20,21,23,23,24,-5,-5,-5,-5,-5,-5,-5
8125,2,12,1982,14,1,-3,0,-3,12,-4,12,1,16,16,18,18,19,20,22,23,24,25,25,26,27,28,30,32
8126,1,10,1980,16,1,-3,0,16,16,16,-4,1,18,19,20,-5,22,23,24,25,26,27,28,-5,30,31,33,35
8127,2,11,1983,13,1,-3,0,12,12,-4,12,1,15,16,17,18,19,-5,21,22,23,24,25,26,27,27,30,31
8128,2,2,1983,14,1,5088,0,12,12,-4,12,1,16,-5,-5,-5,-5,-5,-5,-5,-5,25,-5,-5,28,28,31,33
8129,1,12,1981,16,-4,-4,0,12,12,12,12,1,17,18,19,20,20,21,23,-5,-5,26,26,-5,-5,-5,32,-5
8130,1,7,1980,16,-4,-4,0,-3,11,-4,11,2,18,19,20,21,22,23,24,25,26,27,28,29,-5,-5,-5,35
8131,2,9,1981,15,3,18028,0,12,10,12,10,2,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
8132,1,5,1983,13,3,612,0,10,9,10,9,2,15,16,17,18,19,20,21,22,23,-5,25,-5,27,28,-5,32
8133,2,5,1983,13,3,612,0,10,9,10,9,2,15,16,17,18,19,20,21,-5,-5,24,-5,-5,27,28,30,33
8134,2,3,1982,15,3,950,0,16,12,-4,-4,2,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,34
8135,1,1,1983,14,3,950,0,16,12,-4,-4,2,15,16,17,18,19,20,21,23,23,24,25,26,27,28,30,32
8136,1,6,1983,13,1,27000,0,11,7,11,7,2,15,16,17,18,19,20,21,22,-5,-5,-5,-5,-5,-5,-5,-5
8137,1,3,1980,17,3,31000,0,6,12,-4,12,2,18,19,21,-5,23,23,25,25,27,27,-5,30,30,31,33,35
8138,1,7,1981,15,3,31000,0,6,12,-4,12,2,17,18,19,20,21,22,23,24,-5,-5,27,28,29,30,32,34
8139,2,4,1983,14,3,31000,0,13,12,13,12,2,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
8140,2,2,1982,14,1,17600,0,13,13,-4,13,1,16,17,19,19,20,21,22,23,24,25,26,27,28,29,31,33
8141,2,5,1982,14,1,34000,0,12,13,12,13,1,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,26,-5,28,29,31,33
8142,1,11,1981,15,2,6500,0,3,5,-4,5,2,17,18,19,19,20,21,23,24,24,25,26,27,-5,30,-5,-5
8143,2,11,1982,14,3,6500,0,3,5,-4,5,2,16,17,18,18,19,20,22,22,23,24,25,26,27,28,31,33
8144,2,11,1983,13,3,6500,0,3,5,-4,5,2,15,16,17,17,18,20,21,21,22,23,24,25,27,27,30,31
8145,1,10,1981,15,2,10800,0,12,9,-4,9,1,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
