"R0000100","R0536300","R0536401","R0536402","R0536600","R1201300","R1204500","R1235800","R1302400","R1302500","R1302600","R1302700","R1482600","R2516200","R3828100","R5342000","R7085900","S1527400","S3592800","S4967700","S6707500","S8680100","T1100000","T3177200","T4588300","T6221600","T7718800","T9119400","U1110900"
7711,2,8,1981,15,1,25000,0,10,12,-4,12,1,17,18,-5,20,21,-5,23,-5,-5,26,27,28,29,30,32,34
7712,1,4,1980,16,1,-3,0,-3,14,-4,14,1,-5,-5,-5,21,-5,-5,-5,-5,-5,-5,28,29,30,31,33,35
7713,2,10,1980,16,1,13408,0,-3,-3,-4,-4,1,18,19,20,21,22,23,24,25,26,27,28,28,30,31,33,35
7714,1,11,1981,15,1,3900,0,12,10,-4,10,1,17,17,19,20,21,22,-5,-5,25,26,27,27,29,30,32,-5
7715,2,8,1982,14,1,3900,0,12,10,-4,10,1,-5,-5,-5,19,20,21,22,23,24,25,26,27,28,29,31,33
7716,2,3,1982,14,1,11050,0,11,13,-4,13,1,16,17,18,19,20,22,22,23,24,25,26,27,28,29,32,33
7717,2,1,1980,17,1,12000,0,10,12,-4,12,1,18,19,-5,-5,23,23,24,26,26,27,28,29,30,31,33,35
7718,1,12,1980,16,1,11024,0,12,13,-4,13,1,18,18,20,20,22,-5,-5,-5,-5,27,-5,-5,-5,30,-5,-5
7719,2,1,1983,14,1,10315,0,-3,12,-4,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7720,2,3,1984,12,1,10315,0,12,12,-4,12,1,14,15,16,17,18,19,20,-5,22,23,-5,-5,-5,-5,-5,32
7721,1,12,1980,16,1,9579,0,12,15,-4,15,1,18,18,20,21,21,23,23,24,26,26,27,28,29,30,32,34
7722,1,1,1982,15,1,12302,0,-3,14,-4,14,1,17,17,19,19,20,22,22,24,24,25,26,27,28,29,32,33
7723,1,3,1983,13,1,12302,0,11,14,-4,14,1,15,16,17,19,20,21,21,22,-5,-5,25,-5,-5,28,-5,32
7724,2,4,1983,13,1,10956,0,12,15,-4,15,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7725,1,12,1981,15,1,13602,0,12,12,-4,12,1,17,18,19,20,21,22,22,23,25,25,26,27,29,30,-5,33
7726,1,8,1983,13,1,13602,0,-3,12,-4,12,1,15,16,17,18,19,20,21,-5,23,24,25,26,27,28,30,32
7727,1,2,1982,15,1,5200,0,10,12,-4,12,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7728,2,3,1983,13,1,5200,0,10,12,-4,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7729,1,4,1982,14,1,2600,0,-3,8,-4,8,1,16,17,18,19,20,21,22,23,24,25,26,-5,29,29,-5,34
7730,2,4,1982,14,1,2600,0,-3,8,-4,8,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7731,1,7,1982,14,1,6000,0,12,11,-4,11,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7732,2,1,1984,13,1,6000,0,12,11,-4,11,1,14,15,17,17,18,20,21,21,23,23,24,25,-5,-5,29,-5
7733,1,8,1980,16,1,15900,0,9,12,-4,12,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
7734,2,12,1982,14,1,15900,0,9,12,-4,12,1,16,17,18,19,19,20,22,22,23,24,26,26,27,28,31,32
7735,1,4,1984,12,1,15900,0,9,12,-4,12,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
7736,2,2,1984,13,1,3200,0,12,11,-4,11,1,14,15,16,17,18,19,20,21,23,23,24,25,26,27,29,31
7737,1,10,1982,14,1,2500,0,9,9,-4,9,1,16,17,18,19,20,21,22,23,24,25,26,26,28,29,31,33
7738,2,3,1981,16,1,30000,0,12,12,12,12,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7739,1,10,1983,13,-4,-4,0,12,12,12,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7740,2,4,1982,14,1,20410,0,6,10,-4,10,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,32,33
7741,2,12,1982,14,1,1600,0,11,12,-4,12,1,15,16,18,19,19,20,22,23,-5,-5,26,26,27,28,31,33
7742,1,2,1980,17,1,-3,0,-3,11,-4,11,1,19,20,20,21,23,24,-5,25,26,27,29,29,30,31,33,35
7743,2,10,1981,15,1,-3,0,-3,12,-4,12,1,17,18,19,20,21,22,23,24,25,26,26,27,29,29,32,34
7744,1,6,1981,15,1,-3,0,5,9,-4,9,1,17,18,19,20,21,22,-5,24,25,26,27,28,29,30,32,-5
7745,1,5,1981,15,1,41500,0,-3,12,12,16,1,17,18,19,20,21,23,23,24,25,26,27,28,29,30,32,34
7746,1,9,1982,14,1,41500,0,-3,12,12,16,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7747,1,5,1981,15,1,4600,0,-3,9,-4,9,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7748,1,11,1984,12,1,4600,0,-3,9,-4,9,1,14,15,16,17,18,19,20,21,22,23,24,25,26,26,29,31
7749,1,8,1983,13,1,41776,0,12,12,12,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7750,1,9,1980,16,1,-3,0,12,10,12,10,1,18,19,-5,-5,22,23,24,25,26,27,-5,-5,-5,-5,33,-5
7751,1,2,1982,15,1,-3,0,12,10,12,10,1,16,17,18,-5,-5,-5,-5,23,-5,-5,-5,-5,-5,-5,-5,-5
7752,1,4,1984,12,1,-3,0,12,10,12,10,1,14,15,16,-5,-5,-5,-5,-5,-5,23,-5,-5,-5,-5,-5,-5
7753,1,5,1980,17,1,0,0,11,10,11,10,1,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7755,1,1,1981,16,1,22000,0,11,12,11,12,1,17,19,20,21,22,22,-5,24,25,27,27,28,29,30,32,34
7756,2,3,1982,15,1,22000,0,11,12,11,12,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7757,1,6,1981,15,1,-3,0,9,12,-4,-4,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7758,2,9,1982,14,1,10380,0,12,12,-4,12,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7759,1,11,1983,13,1,42000,0,12,12,-4,12,1,15,16,17,18,19,20,21,22,-5,24,25,25,27,27,30,-5
7760,1,12,1980,16,1,7700,0,12,12,-4,12,1,18,19,-5,-5,22,23,-5,25,25,26,28,28,29,30,33,35
7761,1,8,1982,14,1,7700,0,12,12,-4,12,1,16,-5,-5,-5,20,21,-5,23,24,25,26,27,28,29,31,33
7762,2,2,1983,14,1,7700,0,-3,12,-4,-4,1,-5,-5,18,18,19,20,22,22,23,24,25,26,27,28,31,32
7763,1,3,1984,12,1,7700,0,12,12,-4,12,1,14,-5,-5,-5,18,20,-5,22,22,23,24,25,26,-5,-5,-5
7764,2,2,1984,13,1,45600,0,13,13,13,13,1,14,15,16,17,19,19,20,21,22,23,24,25,26,27,29,31
7765,2,8,1981,15,1,53200,0,12,12,12,12,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7766,2,2,1983,14,1,53200,0,12,12,12,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7767,2,2,1983,14,3,46000,0,12,16,16,16,1,15,16,17,18,-5,21,22,-5,23,24,26,26,-5,-5,30,33
7768,1,3,1980,17,-4,-4,0,12,7,-4,7,1,18,19,20,21,23,23,24,25,26,27,28,29,30,31,33,35
7769,2,3,1980,17,1,44000,0,10,14,-4,14,1,18,19,20,21,22,23,24,-5,26,27,28,29,30,31,33,35
7770,2,6,1981,15,1,44000,0,10,14,-4,14,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7771,1,11,1982,14,1,44000,0,10,14,-4,14,1,16,17,18,19,20,21,-5,23,24,24,26,27,27,28,31,33
7772,1,1,1981,16,1,8000,0,-4,16,-4,16,1,18,19,19,20,22,23,24,24,25,26,28,28,30,30,33,34
7773,2,8,1981,15,1,-3,0,-4,13,-4,13,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7774,2,3,1981,16,1,-3,0,12,12,-4,12,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7775,1,5,1980,17,1,7500,0,-3,11,-4,11,1,18,-5,-5,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7776,1,6,1981,15,1,7500,0,-3,11,-4,11,1,17,18,19,20,21,22,23,-5,-5,26,27,28,29,30,32,34
7777,2,11,1981,15,1,34700,0,12,12,12,-4,1,17,18,18,20,21,22,23,24,24,26,27,27,29,29,32,33
7778,1,6,1982,14,1,32145,0,-3,16,-4,16,1,16,17,18,19,20,21,22,23,24,25,26,27,28,-5,-5,-5
7779,1,5,1983,13,1,16000,0,-4,16,-4,16,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7780,2,8,1981,15,1,-3,0,16,16,16,16,1,17,18,19,20,-5,22,23,24,25,26,27,28,29,30,32,34
7781,2,5,1981,16,1,74500,0,12,16,12,16,1,17,18,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7782,2,12,1982,14,1,74500,0,12,16,12,16,1,15,16,-5,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7783,1,8,1980,16,1,-3,0,9,12,9,12,1,18,19,20,-5,-5,23,24,-5,-5,-5,-5,-5,-5,-5,-5,35
7784,1,4,1984,13,1,23000,0,12,12,12,12,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
7785,1,4,1983,13,1,-3,0,12,11,-4,11,1,15,16,17,18,19,-5,-5,-5,23,-5,-5,-5,28,-5,-5,-5
7786,1,7,1981,15,1,42400,0,-4,12,-4,12,1,-5,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7787,2,1,1983,14,1,42400,0,12,12,-4,12,1,-5,17,17,18,20,20,22,23,24,24,26,26,27,28,30,32
7788,1,3,1982,15,1,8000,0,-3,11,-4,11,1,16,17,18,-5,-5,-5,-5,24,-5,-5,-5,-5,-5,30,31,33
7789,1,10,1981,15,1,-3,0,12,12,12,12,1,-5,-5,-5,-5,-5,-5,23,-5,-5,-5,-5,-5,-5,29,-5,34
7790,1,8,1981,15,-4,-4,0,18,16,18,-4,1,17,18,19,-5,21,22,-5,-5,25,26,27,-5,29,-5,32,34
7791,1,1,1982,15,1,57000,0,16,14,16,14,1,16,17,19,20,20,21,23,24,-5,-5,26,-5,29,29,-5,-5
7792,2,3,1983,14,3,55000,0,-4,14,12,14,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,33
7793,2,8,1984,12,3,55000,0,-4,14,12,14,1,14,15,16,17,18,19,20,21,22,23,24,-5,-5,-5,-5,-5
7794,2,8,1984,12,1,-3,0,10,12,10,12,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
7795,2,5,1980,16,1,18900,0,12,11,-4,11,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
7796,1,6,1980,16,1,7390,0,12,10,-4,10,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
7797,1,10,1981,15,1,7390,0,12,10,-4,10,1,17,18,19,20,21,22,-5,24,25,26,-5,-5,29,29,32,34
7798,2,8,1983,13,1,7390,0,12,10,-4,10,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7799,1,7,1984,12,1,7390,0,12,10,-4,10,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
7800,1,10,1980,16,1,54000,0,14,14,14,14,1,18,19,20,21,-5,23,24,25,26,27,28,28,30,30,33,35
7801,2,9,1983,13,1,40122,0,12,12,11,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7802,1,5,1980,17,1,14900,0,-3,11,-4,11,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
7803,1,9,1981,15,1,14900,0,-3,11,-4,11,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7804,2,8,1983,13,1,14900,0,-3,11,-4,11,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7805,1,7,1982,14,1,-3,0,-3,12,14,12,1,16,17,18,19,20,21,22,23,24,25,26,27,-5,29,-5,33
7806,1,4,1980,16,1,-3,0,12,11,12,11,1,18,-5,-5,-5,-5,23,-5,-5,26,27,28,29,30,31,33,35
7807,1,11,1980,16,1,-3,0,-3,9,11,9,1,18,19,20,21,22,23,24,25,26,27,28,28,30,30,33,35
7808,1,12,1982,14,1,6850,0,-4,12,11,12,1,16,17,18,19,20,20,21,23,23,24,26,26,28,29,31,32
7809,2,4,1980,17,-4,-4,0,-3,11,-3,11,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7810,1,9,1984,12,-4,-4,0,-3,12,-4,12,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
7811,2,3,1984,13,1,-3,0,12,12,12,12,1,14,15,16,17,18,19,20,-5,23,24,24,25,26,27,29,-5
7812,1,8,1981,15,1,14400,0,-3,11,-4,11,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7813,2,3,1983,14,1,14400,0,-3,11,-4,11,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7814,2,3,1980,17,1,13000,0,-4,-4,-4,-4,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
7815,2,5,1983,13,1,13000,0,-4,-4,-4,-4,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7816,2,1,1980,17,1,20000,0,8,8,11,8,1,19,20,21,22,23,24,25,25,26,27,28,29,30,31,33,36
7817,2,11,1981,15,1,20000,0,8,8,11,8,1,17,18,19,20,21,21,23,24,25,25,26,27,28,29,32,33
7818,1,12,1981,15,1,30000,0,12,-4,12,12,1,16,18,19,20,21,22,23,24,24,26,27,28,29,-5,32,34
7819,2,11,1980,16,1,75500,0,-4,12,12,12,1,18,19,20,21,22,22,24,25,26,27,27,28,30,30,33,35
7820,1,1,1982,15,1,75500,0,12,12,12,12,1,16,18,18,19,20,22,-5,24,24,25,26,27,28,29,32,33
7821,1,8,1981,15,1,75500,0,-3,12,12,12,1,17,18,19,-5,-5,22,23,24,25,26,27,28,29,30,32,34
7822,1,5,1983,14,1,75500,0,12,12,12,12,1,15,16,17,18,19,21,-5,21,-5,24,25,26,27,-5,30,32
7823,2,6,1981,15,1,60000,0,12,12,12,-4,1,17,-5,19,20,-5,22,23,-5,25,-5,-5,28,29,30,-5,34
7824,2,7,1981,15,1,4500,0,11,12,14,12,1,17,18,19,20,-5,22,23,24,25,26,27,28,29,30,32,34
7825,1,3,1981,16,1,60500,0,14,12,14,12,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7826,2,4,1980,17,1,14400,0,10,12,-4,12,1,18,-5,-5,-5,22,23,24,25,26,27,28,29,30,31,33,35
7827,1,6,1984,12,1,14400,0,10,12,-4,12,1,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7828,2,2,1983,14,1,12000,0,9,12,-4,12,1,16,16,17,18,20,20,21,22,23,24,25,26,27,28,30,32
7829,2,2,1981,16,1,25000,0,10,-4,10,12,1,18,18,19,-5,-5,-5,24,-5,-5,26,28,29,29,30,-5,34
7830,2,6,1981,15,1,36000,0,-4,14,-4,14,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7831,1,5,1982,15,1,36000,0,-4,14,-4,14,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7832,1,6,1984,12,1,12000,0,-4,12,-4,12,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
7833,1,8,1980,16,1,6000,0,-3,14,-4,14,1,18,-5,20,21,22,23,24,-5,-5,-5,-5,29,30,31,-5,-5
7834,1,8,1981,15,1,21500,0,-3,-4,-3,-3,1,17,18,19,20,21,22,23,-5,25,26,27,-5,29,30,-5,34
7835,1,6,1983,13,1,21500,0,-3,-4,-3,-3,1,15,16,17,18,19,20,-5,22,23,24,25,26,27,-5,31,32
7836,2,2,1981,16,1,15000,0,11,10,-4,10,1,17,18,19,21,21,23,-5,24,25,26,27,28,29,30,-5,34
7837,2,1,1980,17,1,8000,0,9,14,-4,14,1,18,19,20,21,23,23,24,25,26,27,28,29,30,31,33,35
7838,1,3,1983,14,1,4200,0,10,12,-4,12,1,16,-5,17,18,19,20,21,21,24,24,25,-5,28,-5,-5,33
7839,1,1,1980,17,1,21020,0,-3,12,-4,12,1,19,19,20,22,22,23,24,25,26,27,28,29,30,31,33,35
7840,2,8,1983,13,1,1500,0,-4,12,-4,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7841,2,4,1982,15,1,4750,0,8,12,-4,12,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7842,2,5,1983,13,1,4750,0,8,12,-4,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7843,2,3,1984,13,1,7800,0,-3,10,-4,10,1,14,15,16,-5,18,19,21,21,22,23,24,25,26,27,29,31
7844,2,8,1982,14,1,36000,0,-4,12,-4,12,1,16,17,18,19,20,21,22,23,24,-5,-5,27,28,29,31,-5
7845,1,8,1982,14,1,-3,0,16,14,16,14,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7846,2,12,1980,16,1,35000,0,-3,12,12,12,1,17,18,20,21,21,22,24,24,25,26,27,28,29,30,33,35
7847,1,2,1983,14,1,35000,0,12,12,12,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,-5
7848,1,7,1984,12,1,35000,0,12,12,12,12,1,14,15,16,17,18,19,-5,21,22,-5,24,25,26,-5,29,31
7849,1,2,1981,15,1,28000,0,12,14,-4,14,1,17,18,19,21,22,22,23,24,25,26,27,28,29,30,32,34
7850,1,5,1983,13,1,-3,0,-3,14,-4,14,1,-5,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7851,2,4,1981,16,1,24039,0,12,9,-4,14,1,17,18,19,21,21,22,23,24,25,26,27,28,29,30,32,34
7852,2,5,1984,12,1,24039,0,12,14,-4,14,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
7853,2,4,1981,15,-4,-4,0,19,16,19,16,2,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7854,1,8,1982,14,-4,-4,0,19,16,19,16,2,16,17,18,19,20,21,22,23,24,25,26,27,28,-5,31,33
7855,1,4,1983,13,1,50000,0,12,12,12,12,2,15,16,17,19,-5,-5,-5,-5,-5,-5,26,26,27,28,30,32
7856,2,1,1983,14,3,37019,0,20,15,-4,15,2,16,17,17,19,19,21,21,22,23,24,25,26,27,28,30,32
7857,2,8,1982,14,1,31588,0,12,13,-4,13,1,16,17,18,19,20,21,22,23,24,25,26,27,28,-5,31,33
7858,2,8,1983,13,1,24000,0,12,8,12,8,1,-5,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7859,1,12,1984,12,1,24000,0,12,8,12,8,1,14,14,16,16,18,18,19,20,21,22,23,25,26,27,29,-5
7860,1,11,1984,12,1,-3,0,12,14,-4,14,1,14,15,16,17,18,18,20,21,22,23,23,24,26,26,-5,31
7861,1,4,1984,13,1,35915,0,12,14,-4,14,1,14,15,16,17,18,19,20,21,23,23,24,25,26,27,29,32
7862,1,5,1981,15,1,22096,0,12,12,-4,12,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,33,34
7863,2,10,1980,16,1,30900,0,12,12,12,12,1,18,19,20,21,22,23,24,25,26,27,27,28,30,30,33,35
7864,1,8,1982,14,1,30900,0,12,12,12,12,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7865,1,11,1980,16,1,22700,0,14,14,-4,14,1,18,19,20,21,22,23,24,25,26,26,27,28,30,30,33,34
7866,1,1,1982,15,1,22700,0,14,14,-4,14,1,17,17,19,20,20,21,22,23,24,25,26,27,28,29,31,33
7867,1,5,1981,15,-4,-3,0,11,12,-4,-4,1,-5,18,19,20,21,22,24,24,25,26,27,28,29,30,-5,35
7868,2,11,1984,12,1,17660,0,9,12,-4,12,1,14,15,16,17,18,19,20,21,22,22,23,24,26,26,29,31
7869,1,9,1981,15,1,28000,0,11,11,-4,11,1,17,18,19,20,21,22,-5,24,25,26,27,28,-5,30,32,34
7870,2,1,1984,13,1,53700,0,12,12,12,12,1,14,15,17,17,18,19,21,21,22,23,24,25,26,27,30,31
7871,2,6,1982,14,1,18000,0,12,14,-4,14,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,32,33
7872,2,1,1983,14,1,65750,0,14,13,14,13,1,16,16,17,18,19,20,21,23,23,24,25,26,27,28,30,32
7873,2,1,1980,17,1,32000,0,11,12,-4,12,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
7874,2,6,1983,13,1,32000,0,11,12,-4,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7875,1,8,1980,16,1,-3,0,12,12,12,12,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
7876,1,12,1983,13,1,19000,0,-4,9,-4,-4,1,15,16,17,18,19,19,20,21,23,24,24,25,26,27,30,31
7877,2,5,1980,16,1,19320,0,9,10,-4,10,2,-5,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
7878,2,11,1981,15,1,19320,0,9,10,-4,10,2,-5,18,19,20,21,21,23,24,24,25,26,27,29,29,32,-5
7879,1,8,1982,14,-4,-4,0,95,3,12,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,25,26,27,28,29,31,-5
7880,2,11,1980,17,1,3324,0,10,13,-4,13,1,18,19,20,21,22,23,24,25,26,27,28,28,30,30,33,35
7881,1,5,1981,16,-4,22500,0,12,16,12,16,1,17,18,-5,20,22,23,-5,-5,25,26,-5,-5,29,-5,32,35
7882,1,9,1981,16,1,6950,0,-3,9,-4,9,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7883,1,10,1980,16,1,5830,0,12,12,-4,12,1,18,-5,20,21,-5,23,24,25,26,27,28,29,30,31,33,-5
7884,1,12,1981,15,1,5830,0,12,12,-4,12,1,-5,18,19,-5,-5,22,-5,-5,25,26,27,-5,29,30,-5,34
7885,1,4,1981,15,1,2280,0,12,11,-4,11,1,17,-5,19,20,21,22,23,24,25,26,27,28,-5,30,32,35
7886,2,12,1982,14,1,2280,0,12,11,-4,11,1,16,17,18,19,20,21,22,23,23,24,26,26,27,28,31,32
7887,2,7,1981,15,1,2808,0,-3,11,-4,11,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
7888,2,9,1982,14,1,2808,0,-3,11,-4,11,1,16,17,18,19,20,21,22,23,24,25,26,27,28,28,31,33
7889,1,5,1980,16,-4,-4,0,-4,10,-4,10,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
7890,1,6,1982,14,-4,-4,0,-4,10,-4,10,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7891,1,12,1981,15,1,23424,0,-4,14,-4,14,1,17,18,19,19,21,21,23,24,25,25,27,27,28,29,31,33
7892,2,10,1983,13,1,23424,0,-4,14,-4,14,1,15,16,17,18,19,20,21,22,23,24,25,25,27,27,30,32
7893,1,4,1982,14,-4,-4,0,-4,-3,-4,-4,1,16,17,-5,-5,-5,-5,22,-5,24,25,-5,28,28,29,31,33
7894,1,11,1981,15,1,-3,0,12,11,-4,11,1,17,18,19,20,21,21,23,24,24,-5,27,27,29,29,32,33
7895,2,5,1983,13,1,2808,0,12,10,-3,10,1,15,16,17,-5,19,20,21,22,23,24,25,26,27,28,30,32
7896,2,5,1983,13,1,2808,0,12,10,-3,10,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7897,1,9,1983,13,1,9500,0,12,9,12,-3,1,15,-5,17,18,-5,-5,-5,-5,-5,24,25,26,27,28,30,32
7898,1,11,1984,12,1,2808,0,-3,10,-3,10,1,13,14,16,16,18,19,20,21,22,23,-5,25,26,26,29,31
7899,2,10,1982,14,1,7800,0,10,11,-4,11,1,16,17,18,19,20,21,22,23,24,25,26,26,27,28,31,33
7900,1,5,1982,14,1,5424,0,12,12,-4,12,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,-5
7901,2,8,1980,16,1,5700,0,12,12,12,12,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
7902,1,2,1983,14,1,5700,0,12,12,12,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
7903,2,10,1980,16,1,19600,0,12,14,-4,14,1,18,19,20,21,22,23,24,25,26,26,28,28,30,30,33,35
7904,2,3,1982,14,1,33000,0,14,13,14,13,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7905,1,4,1983,13,1,-3,0,12,-3,12,-4,1,15,16,-5,18,19,20,22,22,23,24,25,26,27,28,30,32
7906,2,2,1984,13,-4,-4,0,12,12,-4,12,1,14,15,16,17,18,20,21,21,22,23,24,25,27,27,29,31
7907,2,5,1982,15,-4,-4,0,20,16,20,16,1,16,17,18,-5,-5,21,22,23,24,25,26,-5,28,29,-5,-5
7908,2,3,1984,13,1,7500,0,11,10,11,10,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
7909,2,8,1982,14,1,7500,0,-3,-3,-4,-4,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7910,1,1,1981,16,1,-3,0,12,14,12,14,1,18,18,20,-5,22,23,24,25,25,26,27,28,29,30,33,34
7911,2,10,1980,16,1,9100,0,12,12,12,12,1,18,19,20,21,22,23,24,25,26,26,28,28,30,30,33,35
7912,1,5,1984,12,1,9100,0,12,12,12,12,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
7913,1,1,1980,17,1,18000,0,10,11,10,11,1,19,-5,20,-5,23,24,25,-5,27,27,28,29,30,31,34,36
7914,1,1,1981,16,1,18000,0,10,11,10,11,1,18,19,19,20,21,23,-5,25,26,-5,28,29,30,31,33,-5
7915,1,10,1984,12,1,10000,0,12,11,-4,-4,1,14,15,16,17,18,19,20,21,22,23,24,24,26,26,-5,31
7916,1,4,1982,14,1,3000,0,-4,12,-3,12,1,16,-5,18,19,21,21,22,-5,24,-5,26,-5,29,29,31,34
7917,1,10,1983,13,1,3000,0,-4,12,-3,12,1,15,-5,-5,18,19,-5,-5,-5,23,24,25,26,27,28,30,32
7918,2,5,1980,17,1,40000,0,12,11,12,11,1,18,19,20,21,-5,23,-5,26,26,27,-5,-5,30,-5,-5,-5
7919,1,7,1980,16,1,30000,0,12,12,12,12,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
7920,2,7,1982,14,1,30000,0,12,12,12,12,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
7921,1,1,1981,17,1,33000,0,12,11,12,11,1,17,18,19,21,-5,23,24,-5,25,26,27,-5,-5,30,32,-5
7923,2,8,1984,12,3,8085,0,16,14,-4,14,2,14,15,16,17,18,19,20,21,-5,23,24,-5,-5,-5,-5,-5
7924,2,9,1981,15,-4,7500,0,-3,-3,-3,-3,2,17,18,-5,-5,21,-5,-5,-5,25,-5,-5,-5,-5,30,32,-5
7925,2,6,1983,13,-4,-4,0,-3,-3,-3,-3,2,15,16,-5,-5,19,20,-5,-5,-5,-5,25,26,27,28,30,32
7926,2,2,1984,13,3,65000,0,16,16,16,-4,2,14,15,16,17,19,19,20,21,22,23,24,25,27,27,30,32
7927,2,1,1984,13,1,-3,0,12,13,-4,13,1,14,15,16,17,18,19,21,21,22,23,24,25,26,27,29,31
